,fileNameAsDelivered,scientificName,MCQ_Prompt
0,Butterfly_imbalanced_train_Heliconius_erato_20046_19N0815_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato cyrbia, B)Heliconius erato phyllis, C)Heliconius erato demophoon, D)Heliconius erato lativitta.

Write the answer after writing ""The answer is:"""
1,Butterfly_imbalanced_train_Heliconius_erato_20389_19N1536_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato lativitta, B)Heliconius erato phyllis, C)Heliconius erato chestertonii, D)Heliconius erato hydara.

Write the answer after writing ""The answer is:"""
2,Butterfly_imbalanced_train_Heliconius_erato_11912_CAM040136_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato chestertonii, B)Heliconius erato lativitta, C)Heliconius erato notabilis, D)Heliconius erato demophoon.

Write the answer after writing ""The answer is:"""
3,Butterfly_imbalanced_train_Heliconius_erato_39663_CAM041674_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato phyllis, B)Heliconius erato lativitta, C)Heliconius erato chestertonii, D)Heliconius erato amalfreda.

Write the answer after writing ""The answer is:"""
4,Butterfly_imbalanced_train_Heliconius_erato_39943_CAM041744_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato erato, B)Heliconius erato lativitta, C)Heliconius erato notabilis, D)Heliconius erato phyllis.

Write the answer after writing ""The answer is:"""
5,Butterfly_imbalanced_test_Heliconius_erato_11732_CAM040024_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato lativitta, B)Heliconius erato venus, C)Heliconius erato notabilis, D)Heliconius erato cyrbia.

Write the answer after writing ""The answer is:"""
6,Butterfly_imbalanced_train_Heliconius_erato_13923_CAM041143_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato venus, B)Heliconius erato chestertonii, C)Heliconius erato lativitta, D)Heliconius erato amalfreda.

Write the answer after writing ""The answer is:"""
7,Butterfly_imbalanced_train_Heliconius_erato_13041_CAM040718_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato notabilis, B)Heliconius erato erato, C)Heliconius erato hydara, D)Heliconius erato lativitta.

Write the answer after writing ""The answer is:"""
8,Butterfly_imbalanced_test_Heliconius_erato_20369_19N1445_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato lativitta, B)Heliconius erato hydara, C)Heliconius erato notabilis, D)Heliconius erato amalfreda.

Write the answer after writing ""The answer is:"""
9,Butterfly_imbalanced_train_Heliconius_erato_19866_19N0495_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato lativitta, B)Heliconius erato erato, C)Heliconius erato demophoon, D)Heliconius erato hydara.

Write the answer after writing ""The answer is:"""
10,Butterfly_imbalanced_train_Heliconius_erato_19529_19N0192_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato chestertonii, B)Heliconius erato demophoon, C)Heliconius erato phyllis, D)Heliconius erato lativitta.

Write the answer after writing ""The answer is:"""
11,Butterfly_imbalanced_train_Heliconius_erato_21147_19N1874_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato amalfreda, B)Heliconius erato lativitta, C)Heliconius erato erato, D)Heliconius erato cyrbia.

Write the answer after writing ""The answer is:"""
12,Butterfly_imbalanced_test_Heliconius_erato_39367_CAM041600_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato venus, B)Heliconius erato notabilis, C)Heliconius erato cyrbia, D)Heliconius erato lativitta.

Write the answer after writing ""The answer is:"""
13,Butterfly_imbalanced_test_Heliconius_erato_20927_19N1727_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato lativitta, B)Heliconius erato hydara, C)Heliconius erato erato, D)Heliconius erato cyrbia.

Write the answer after writing ""The answer is:"""
14,Butterfly_imbalanced_train_Heliconius_erato_12072_CAM040228_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato amalfreda, B)Heliconius erato hydara, C)Heliconius erato lativitta, D)Heliconius erato chestertonii.

Write the answer after writing ""The answer is:"""
15,Butterfly_imbalanced_train_Heliconius_erato_20176_19N1066_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato venus, B)Heliconius erato chestertonii, C)Heliconius erato lativitta, D)Heliconius erato hydara.

Write the answer after writing ""The answer is:"""
16,Butterfly_imbalanced_train_Heliconius_erato_19980_19N0685_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato cyrbia, B)Heliconius erato amalfreda, C)Heliconius erato lativitta, D)Heliconius erato chestertonii.

Write the answer after writing ""The answer is:"""
17,Butterfly_imbalanced_train_Heliconius_erato_38944_CAM041493_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato lativitta, B)Heliconius erato phyllis, C)Heliconius erato cyrbia, D)Heliconius erato amalfreda.

Write the answer after writing ""The answer is:"""
18,Butterfly_imbalanced_test_Heliconius_erato_39891_CAM041731_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato venus, B)Heliconius erato lativitta, C)Heliconius erato phyllis, D)Heliconius erato chestertonii.

Write the answer after writing ""The answer is:"""
19,Butterfly_imbalanced_train_Heliconius_erato_20202_19N1157_d.JPG,Heliconius erato lativitta,"What is scientific name of Butterfly in the image?

Options: A)Heliconius erato phyllis, B)Heliconius erato notabilis, C)Heliconius erato lativitta, D)Heliconius erato erato.

Write the answer after writing ""The answer is:"""
